"id","formula_masters_id","topic_number","topic_txt","users_id","created_at","updated_at"
"106","MF2212022","9","9.1 บรรจุเนื้อครีมสีขาว ลงในหลอดอะคริลิกแบบใหม่ ปริมาณสุทธิ 29.5 กรัม/หลอด\n9.2 ปิดฝาครอบ (สีชมพู) แบบใหม่ ลงบนหัวปั้มสูญญากาศ (สีขาว) แบบใหม่\n9.3 หมุนตัวกดหัวปั้มให้อยู่ด้านหน้าของหลอด และกดชุดหัวปั้มสูญญากาศ (สีขาว) แบบใหม่ให้แน่นสนิท\n9.4 บรรจุหลอดอะคริลิกที่ปีดฝาเรียบร้อยแล้วใส่กล่อง (ที่พับแล้ว) หันด้านหน้าหลอดไปทางเดียวกับด้านหน้ากล่อง\n9.5 ชริ้งค์ที่กล่อง (ฟิล์มขนาด 8 นิ้ว) ด้วยเครื่องอุโมงค์ความร้อน\n9.6 ติดฉลาก สคบ.ภาษาไทย (พื้นที่ว่างด้านข้างกล่องด้านซ้ายมือ)\n9.7 บรรจุลงลังลูกค้าขนาด 29(ก)*35(ย)*16.6(ส) ซม.","19","2022-12-12 09:23:22","2023-07-21 04:34:02"
"107","MF2212022","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-12 09:57:59","2022-12-12 09:57:59"
"108","MF2212022","12","-","1","2022-12-12 09:58:08","2022-12-12 09:58:08"
"109","MF2212023","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-13 07:00:39","2022-12-13 07:00:39"
"110","MF2212023","6","หลอดทรงสูง","1","2022-12-13 07:00:56","2022-12-13 07:00:56"
"111","MF2212023","9","บรรจุปริมาณ 30 กรัม ลงในหลอด ปิดฝาให้สนิท","1","2022-12-13 07:17:34","2022-12-13 07:17:34"
"112","MF2212023","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-13 07:26:28","2022-12-13 07:26:28"
"113","MF2212023","12","-","1","2022-12-13 07:26:30","2022-12-13 07:26:30"
"114","MF2212024","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-14 04:12:33","2022-12-14 04:12:33"
"115","MF2212024","6","หลอดสกรีน (สีแดง-ขาว),จุกใน(สีขาวใส),ฝาหมุน(สีแดง),กล่องสีแดง (รูปพระอาทิตย์สีทองขาว )","1","2022-12-14 04:27:26","2022-12-14 04:27:45"
"116","MF2212024","9","9.1 บรรจุเนื้อครีม สีขาวลงในหลอดสกรีน (สีแดง-ขาว) ปริมาณสุทธิ 15 กรัม/หลอด\n9.2 ประกอบจุกใน(สีขาวใส)เข้ากับหลอดสกรีน (สีแดง-ขาว)\n9.3 ปิดฝาหมุน(สีแดง)ให้สนิท\n9.4 บรรจุหลอดสกรีน (สีแดง-ขาว) ที่ปิดฝาเรียบร้อยแล้วใส่กล่อง(ที่พับแล้ว) โดยให้หันด้านหน้าหลอดไปทางเดียวกับด้านหน้ากล่อง\n9.5 ชริ้งค์ฟิล์มที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน\n9.6  บรรจุลงลังลูกค้า","1","2022-12-14 04:29:05","2022-12-14 04:31:32"
"117","MF2212024","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-14 04:32:55","2022-12-14 04:32:55"
"118","MF2212025","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2022-12-17 07:25:42","2022-12-17 07:25:42"
"119","MF2212025","6","ชุดหัวสเปรย์สีน้ำเงิน ฝาครอบ หลอดดูด ขวดแก้วสีน้ำเงิน กล่อง","17","2022-12-17 07:26:00","2022-12-17 07:26:37"
"120","MF2212025","9","9.1 บรรจุนํ้าใสลงในขวดแก้ว (สีน้ำเงิน) ปริมาณ 5 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์ (สีน้ำเงิน) + ฝาครอบ + หลอดดูดเคมี ประกอบรวมกันและหมุนปิดให้แน่นสนิท\n9.3 ปิดฉลากรอบขวดแก้ว\n9.4 บรรจุลงกล่อง โดยหันหน้าขวดไปทางเดียวกับด้านหน้ากล่อง\n9.5 ซีนที่กล่อง โดยใช้ไดร์เป่าลมร้อน","17","2022-12-17 07:27:16","2022-12-17 07:29:35"
"121","MF2212025","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2022-12-17 07:30:22","2022-12-17 07:30:22"
"122","MF2212025","12","-","17","2022-12-17 07:30:27","2022-12-17 07:30:27"
"123","MF2212026","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2022-12-17 08:30:43","2022-12-17 08:30:43"
"124","MF2212026","9","บรรจุปริมาณ 30 กรัมลงในหลอด ใส่จุกใน ปิดฝาให้สนิท","17","2022-12-17 08:32:46","2022-12-17 08:34:11"
"125","MF2212026","6","หลอดด้านสีขาว จุกใน ฝาหมุนด้าน กล่อง","17","2022-12-17 08:33:56","2022-12-17 08:33:56"
"126","MF2212026","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2022-12-17 08:34:42","2022-12-17 08:34:42"
"127","MF2212026","12","-","17","2022-12-17 08:34:44","2022-12-17 08:34:44"
"128","MF2212027","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","18","2022-12-19 02:37:59","2022-12-19 02:37:59"
"129","MF2212027","6","หลอดพลาสติกพร้อมสกรีน, ฝาหมุน, กล่อง","18","2022-12-19 02:38:10","2022-12-19 02:38:10"
"130","MF2212027","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","18","2022-12-19 02:39:38","2022-12-19 02:39:38"
"131","MF2212028","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-19 02:43:21","2022-12-19 02:43:21"
"132","MF2212028","6","ขวดพร้อมสกรีน (สีใส) + ชุดหัวสเปรย์ (สีดำ)","1","2022-12-19 02:43:31","2022-12-19 02:43:31"
"133","MF2212028","9","บรรจุปริมาณ 2.82 กรัม ลงในขวด ปิดฝาให้สนิท","1","2022-12-19 02:48:08","2022-12-19 02:48:08"
"134","MF2212028","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-19 02:49:34","2022-12-19 02:49:34"
"135","MF2212028","12","-","1","2022-12-19 02:49:38","2022-12-19 02:49:38"
"136","MF2212029","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-19 03:51:04","2022-12-19 03:51:04"
"137","MF2212029","6","ขวดอคิลิก(สีชมพูอ่อน)","1","2022-12-19 03:51:15","2022-12-19 03:51:15"
"138","MF2212029","9","9.1	นำของเหลวสีขาว (ไม่มีสี ไม่มีกลิ่น) บรรจุลงขวดอคิลิก(สีชมพูอ่อน) ปริมาณ 30 กรัม/ขวด\n9.2	นำชุดหัวปั๊ม(สีเงิน) หมุนปิดกับขวดอคิลิก(สีชมพูอ่อน)ให้แน่นสนิท\n9.3	นำฝาครอบอคิลิก(สีชมพูอ่อน) กดครอบเข้ากับขวดอคิลิก(สีชมพูอ่อน)\n9.4	บรรจุลงกล่อง(สีชมพู)โดยให้หันด้านหน้าขวดไปทางเดียวกับด้านหน้ากล่อง\n9.5	ชริ้งค์ฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6	หลังชริ้งค์ฟิล์มที่กล่องเสร็จ ให้ติดฉลาก สคบ.ที่ว่างด้านข้างกล่อง\n9.7	บรรจุลงลังลูกค้า จำนวน 36 ชิ้น/ลัง","1","2022-12-19 04:20:00","2022-12-19 04:20:00"
"139","MF2212029","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2022-12-19 04:24:58","2022-12-19 04:24:58"
"140","MF2212029","12","-","1","2022-12-19 04:25:03","2022-12-19 04:25:03"
"141","MF2212027","9","บรรจุปริมาณ 150 กรัมลงในหลอด  ปิดฝาให้สนิท และบรรจุลงกล่อง","18","2022-12-19 06:15:01","2022-12-19 06:15:57"
"142","MF2212030","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","21","2022-12-20 03:18:38","2022-12-20 03:18:38"
"143","MF2212030","12","-","21","2022-12-20 03:20:39","2022-12-20 03:20:39"
"144","MF2212030","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","21","2022-12-20 03:20:44","2022-12-20 03:20:44"
"145","MF2212030","6","ซองฟอยล์อลูมิเนียม พิมพ์สีชมพู","21","2022-12-20 03:25:37","2022-12-20 03:25:37"
"146","MF2212033","5","ขวดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","21","2022-12-22 03:04:04","2022-12-22 03:04:07"
"147","MF2212033","6","ขวด BJC 300 มล.","21","2022-12-22 03:04:12","2022-12-22 03:04:12"
"148","MF2212033","9","9.1	บรรจุเนื้อโลชั่น สีขาวทึบ (กลิ่น Berry Fruit) ลงขวด BJC 300 มล. ปริมาณ 300 กรัม/ขวด \n9.2	นำชุดหัวปั๊ม+สานดูดเคมี ประกอบเข้ากัน และหมุนปิดขงดให้แน่นสนิท\n9.3	นำฉลากติดรอบขวด\n9.4	นำเชือกร้อยเข้ากับป้ายห้อย และคล้องไว้บริเวณคอขวด\n9.5	บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","21","2022-12-22 03:04:52","2022-12-22 03:04:52"
